Name,Player ID,URL
yusniel-diaz,666783,https://www.mlb.com/player/yusniel-diaz-666783
alex-dickerson,543105,https://www.mlb.com/player/alex-dickerson-543105
corey-dickerson,572816,https://www.mlb.com/player/corey-dickerson-572816
phillip-diehl,670426,https://www.mlb.com/player/phillip-diehl-670426
jake-diekman,518617,https://www.mlb.com/player/jake-diekman-518617
wilmer-difo,594694,https://www.mlb.com/player/wilmer-difo-594694
marcos-diplan,650959,https://www.mlb.com/player/marcos-diplan-650959
brandon-dixon,641525,https://www.mlb.com/player/brandon-dixon-641525
seranthony-dominguez,622554,https://www.mlb.com/player/seranthony-dominguez-622554
josh-donaldson,518626,https://www.mlb.com/player/josh-donaldson-518626
brendan-donovan,680977,https://www.mlb.com/player/brendan-donovan-680977
sean-doolittle,448281,https://www.mlb.com/player/sean-doolittle-448281
camilo-doval,666808,https://www.mlb.com/player/camilo-doval-666808
kyle-dowdy,664871,https://www.mlb.com/player/kyle-dowdy-664871
jeter-downs,669023,https://www.mlb.com/player/jeter-downs-669023
hunter-dozier,641531,https://www.mlb.com/player/hunter-dozier-641531
brandon-drury,592273,https://www.mlb.com/player/brandon-drury-592273
daniel-duarte,650960,https://www.mlb.com/player/daniel-duarte-650960
mauricio-dubon,643289,https://www.mlb.com/player/mauricio-dubon-643289
tyler-duffey,608648,https://www.mlb.com/player/tyler-duffey-608648
matt-duffy,622110,https://www.mlb.com/player/matt-duffy-622110
steven-duggar,621453,https://www.mlb.com/player/steven-duggar-621453
robert-dugger,667498,https://www.mlb.com/player/robert-dugger-667498
joe-dunand,656388,https://www.mlb.com/player/joe-dunand-656388
justin-dunn,643290,https://www.mlb.com/player/justin-dunn-643290
dane-dunning,641540,https://www.mlb.com/player/dane-dunning-641540
ezequiel-duran,677649,https://www.mlb.com/player/ezequiel-duran-677649
jarren-duran,680776,https://www.mlb.com/player/jarren-duran-680776
jhoan-duran,661395,https://www.mlb.com/player/jhoan-duran-661395
nick-duron,663975,https://www.mlb.com/player/nick-duron-663975
adam-duvall,594807,https://www.mlb.com/player/adam-duvall-594807
travis-d-arnaud,518595,https://www.mlb.com/player/travis-d-arnaud-518595
jacob-degrom,594798,https://www.mlb.com/player/jacob-degrom-594798
nate-eaton,681987,https://www.mlb.com/player/nate-eaton-681987
tommy-edman,669242,https://www.mlb.com/player/tommy-edman-669242
carl-edwards-jr,605218,https://www.mlb.com/player/carl-edwards-jr-605218
scott-effross,664123,https://www.mlb.com/player/scott-effross-664123
zach-eflin,621107,https://www.mlb.com/player/zach-eflin-621107
jerad-eickhoff,595191,https://www.mlb.com/player/jerad-eickhoff-595191
bryce-elder,693821,https://www.mlb.com/player/bryce-elder-693821
roenis-elias,606273,https://www.mlb.com/player/roenis-elias-606273
chris-ellis,595939,https://www.mlb.com/player/chris-ellis-595939
drew-ellis,656403,https://www.mlb.com/player/drew-ellis-656403
jerar-encarnacion,666464,https://www.mlb.com/player/jerar-encarnacion-666464
adam-engel,641553,https://www.mlb.com/player/adam-engel-641553
nathan-eovaldi,543135,https://www.mlb.com/player/nathan-eovaldi-543135
robbie-erlin,572362,https://www.mlb.com/player/robbie-erlin-572362
alcides-escobar,444876,https://www.mlb.com/player/alcides-escobar-444876
eduardo-escobar,500871,https://www.mlb.com/player/eduardo-escobar-500871
raynel-espinal,642659,https://www.mlb.com/player/raynel-espinal-642659
